event,count
released_segments,43602
entered_segments,43602
move_commits,34900950
stopped_ticks,22333894
holds,122037639
entry_stopped_holds,77177360
entry_moving_holds,14661237
local_fifo_conflict_holds,7865148
following_footprint_holds,15859266
junction_through_busy_holds,387539
no_path_holds,0
route_decisions,100317440
tied_route_decisions,4429
