event,count
released_segments,43599
entered_segments,43599
move_commits,34896401
stopped_ticks,22300809
holds,122037599
entry_stopped_holds,77206496
entry_moving_holds,14664275
local_fifo_conflict_holds,7866019
following_footprint_holds,15826572
junction_through_busy_holds,386434
no_path_holds,0
route_decisions,100350474
tied_route_decisions,4374
