method,suite_mode,standard_speed_mps,actual_speed_mps,bias_fraction,seed,seed_role,fault_start_epoch,failed_edge_from,failed_edge_to,full_day_known_fault,dynamic_replanning_implemented,static_lra_implemented,active_fault_count,terminal_accounting_residual
HCA_PAPER_SUITE_V3,BASELINE,2.0,2.0,0.0,104729,EXTERNAL_WORKLOAD_LABEL_NO_INTERNAL_RANDOMNESS,,,,false,false,false,0,0
