event,count
released_segments,76110
entered_segments,76110
move_commits,49706180
stopped_ticks,7502889
holds,661515146
entry_stopped_holds,436432232
entry_moving_holds,145015057
local_fifo_conflict_holds,72564968
following_footprint_holds,3866325
junction_through_busy_holds,96776
no_path_holds,0
route_decisions,654594051
tied_route_decisions,1065
