event,count
released_segments,43599
entered_segments,43599
move_commits,28400236
stopped_ticks,3650040
holds,17551898
entry_stopped_holds,9206597
entry_moving_holds,3094482
local_fifo_conflict_holds,1600779
following_footprint_holds,1567977
junction_through_busy_holds,39225
no_path_holds,0
route_decisions,14237291
tied_route_decisions,649
