event,count
released_segments,87204
entered_segments,87204
move_commits,56933832
stopped_ticks,8986722
holds,1590667417
entry_stopped_holds,1055703163
entry_moving_holds,350614050
local_fifo_conflict_holds,175363482
following_footprint_holds,4814624
junction_through_busy_holds,119063
no_path_holds,0
route_decisions,1582346904
tied_route_decisions,1171
