event,count
released_segments,87202
entered_segments,87202
move_commits,56933836
stopped_ticks,8982504
holds,1588229326
entry_stopped_holds,1054082227
entry_moving_holds,350072065
local_fifo_conflict_holds,175092530
following_footprint_holds,4808456
junction_through_busy_holds,119816
no_path_holds,0
route_decisions,1579913200
tied_route_decisions,1210
