event,count
released_segments,43600
entered_segments,43600
move_commits,28400086
stopped_ticks,3651256
holds,17541417
entry_stopped_holds,9199999
entry_moving_holds,3091296
local_fifo_conflict_holds,1598866
following_footprint_holds,1568881
junction_through_busy_holds,39481
no_path_holds,0
route_decisions,14225603
tied_route_decisions,618
