event,count
released_segments,43603
entered_segments,43603
move_commits,29102900
stopped_ticks,69174066
holds,220053936
entry_stopped_holds,145530298
entry_moving_holds,6208196
local_fifo_conflict_holds,3102648
following_footprint_holds,60759042
junction_through_busy_holds,7242
no_path_holds,0
route_decisions,155181179
tied_route_decisions,3867
