event,count
released_segments,43603
entered_segments,43603
move_commits,28401434
stopped_ticks,3660525
holds,17524736
entry_stopped_holds,9180191
entry_moving_holds,3086845
local_fifo_conflict_holds,1597175
following_footprint_holds,1577864
junction_through_busy_holds,39774
no_path_holds,0
route_decisions,14199655
tied_route_decisions,630
