event,count
released_segments,43602
entered_segments,43602
move_commits,34862845
stopped_ticks,16783695
holds,69146947
entry_stopped_holds,38003819
entry_moving_holds,9239946
local_fifo_conflict_holds,5119487
following_footprint_holds,11383200
junction_through_busy_holds,439858
no_path_holds,0
route_decisions,52978627
tied_route_decisions,4389
