event,count
released_segments,43602
entered_segments,43602
move_commits,34896982
stopped_ticks,22293418
holds,121894926
entry_stopped_holds,77099640
entry_moving_holds,14645388
local_fifo_conflict_holds,7856480
following_footprint_holds,15818874
junction_through_busy_holds,387394
no_path_holds,0
route_decisions,100215149
tied_route_decisions,4420
