ID EntryTime(s) STD(s) star end Unloader Loader
671 17273.27116 24600 2 50 1 B2 
672 17274.36024 24600 0 50 1 A1 
673 17274.66751 25200 3 48 2 C1 
674 17275.56233 26400 5 49 1 D1 
675 17276.10644 25200 0 50 5 B2 
676 17276.80397 24600 53 48 4 T 
677 17277.44076 24900 4 48 5 C1 
678 17278.45079 22200 3 49 2 D1 
679 17278.81114 25200 1 50 1 B2 
680 17280.10318 29700 5 48 2 C1 
681 17282.20693 26700 1 50 1 A1 
682 17282.66744 25200 3 48 4 C1 
683 17283.92115 24600 2 50 1 B2 
684 17286.81116 24600 0 50 1 B2 
685 17287.54027 27000 2 50 2 A1 
686 17290.48305 24000 0 50 3 A1 
687 17293.30632 24900 4 48 5 C1 
688 17293.96827 24900 1 50 3 A1 
689 17299.83494 26400 2 50 4 A1 
690 17302.61545 22200 3 49 1 C2 
691 17302.80182 23400 0 50 2 A1 
692 17305.28211 22200 4 49 1 C2 
693 17306.19609 23400 1 50 1 A1 
694 17307.81612 22200 5 49 1 C2 
695 17310.45064 23100 4 49 1 D1 
696 17310.56796 22200 3 49 1 C2 
697 17311.46167 24000 2 50 4 A1 
698 17311.57944 23400 1 50 1 B2 
699 17311.955 23400 5 48 2 C1 
700 17314.25449 24900 2 50 3 B2 
701 17315.49051 22200 53 48 1 T 
702 17315.84539 22200 4 49 1 C2 
703 17317.33414 23400 3 48 2 C1 
704 17318.61555 23100 5 49 1 C2 
705 17319.87333 24900 0 50 3 B1 
706 17320.10754 23400 4 48 2 C1 
707 17320.89569 24000 5 49 2 D1 
708 17321.28832 22200 3 49 1 C2 
709 17322.66764 22200 5 48 1 C1 
710 17324.10649 29700 0 50 3 B2 
711 17325.4365 22200 3 48 1 C1 
712 17326.58809 24600 1 50 2 B2 
713 17326.6216 23100 4 49 1 C2 
714 17328.00076 22200 4 48 1 C1 
715 17329.47777 24000 2 50 4 B2 
716 17330.63963 22200 5 48 1 C1 
717 17331.72614 27300 3 49 1 D1 
718 17332.14449 30600 0 50 1 B2 
719 17333.3341 22200 3 48 1 C1 
720 17334.48296 23100 5 49 1 C2 
721 17334.60824 24600 1 50 2 B2 
722 17335.97291 22200 4 48 1 C1 
723 17336.89571 24300 4 49 1 D1 
724 17337.43983 23400 2 50 1 B2 
725 17338.7698 23400 5 48 2 C1 
726 17342.58781 24000 0 50 4 B2 
727 17345.43982 30900 1 50 3 B2 
728 17346.76992 27000 3 48 4 C1 
729 17353.28822 29400 3 49 2 C2 
730 17362.24616 29400 2 50 5 B2 
731 17366.81116 24900 0 50 4 B2 
732 17369.2141 24900 4 49 2 C2 
733 17370.16178 28500 1 50 3 B2 
734 17374.39286 27000 5 49 2 D1 
735 17374.48298 22200 5 49 1 C2 
736 17377.17878 29400 3 49 2 C2 
737 17377.47783 28500 2 50 2 B2 
738 17378.77414 27000 4 48 5 C1 
739 17379.95496 22200 4 49 1 C2 
740 17381.43661 25800 5 48 1 C1 
741 17382.62157 22200 5 49 1 C2 
742 17383.9729 24900 3 48 1 C1 
743 17385.27116 24000 0 50 3 B2 
744 17386.63957 28500 4 48 4 C1 
745 17387.67283 27300 3 49 2 D1 
746 17387.84542 22200 3 49 1 C2 
747 17387.92115 24900 1 50 4 B2 
748 17390.58777 24900 2 50 3 B2 
749 17392.10315 28200 5 48 2 C1 
750 17393.28214 22200 4 49 1 C2 
751 17393.47782 24000 0 50 3 B2 
752 17396.10648 24000 1 50 3 B2 
753 17398.81116 24900 2 50 3 B2 
754 17401.05957 26400 4 49 1 D1 
755 17406.81115 24900 0 50 3 B2 
756 17408.10752 24900 3 48 1 C1 
757 17409.2749 24900 1 50 3 B2 
758 17410.5547 25200 4 48 3 C1 
759 17411.20625 23400 1 50 1 B1 
760 17411.84538 22200 5 49 2 C2 
761 17418.2919 23400 2 50 2 B2 
762 17419.81635 22200 3 49 2 C2 
763 17422.62148 29400 4 49 1 C2 
764 17425.14969 22200 5 49 2 C2 
765 17427.9488 24600 3 49 2 C2 
766 17430.51203 30900 4 49 1 C2 
767 17435.8455 24600 5 49 1 C2 
768 17438.5121 24600 3 49 2 C2 
769 17441.25449 24600 0 50 5 B2 
770 17443.82372 29700 1 50 2 B2 
771 17446.48295 24600 4 49 1 C2 
772 17446.97019 24600 2 50 5 B2 
773 17449.52429 27000 0 50 2 B2 
774 17454.58782 30600 1 50 2 B2 
775 17457.28823 27300 5 49 1 C2 
776 17464.80499 25800 5 48 5 C1 
777 17465.06426 27000 2 50 3 B2 
778 17467.31468 27300 3 49 2 C2 
779 17468.30351 30600 0 50 5 B2 
780 17487.63142 26400 0 50 2 A1 
781 17494.92968 23400 1 50 1 B2 
782 17499.81638 22200 4 49 2 C2 
783 17505.28214 22200 5 49 2 C2 
784 17507.84539 22200 3 49 2 C2 
785 17513.30579 24900 4 49 2 C2 
786 17517.29586 24000 2 50 4 B2 
787 17526.12231 28200 3 48 3 C1 
788 17535.46461 27000 5 49 2 C2 
789 17577.98134 26700 53 50 1 T 
790 17582.85708 26700 53 50 1 T 
791 17587.95901 23400 53 50 2 T 
792 17593.29227 23400 53 50 2 T 
793 17598.38134 26400 53 50 4 T 
794 17603.25708 26400 53 50 4 T 
795 17608.35901 26400 53 50 4 T 
796 17613.69227 26400 53 50 4 T 
797 17617.4999 29400 0 50 1 B2 
798 17619.97923 26400 53 50 4 T 
799 17622.08807 26400 53 49 1 T 
800 17623.65708 26400 53 50 4 T 
801 17625.53624 23400 53 50 2 T 
802 17627.20845 26400 53 49 1 T 
803 17628.5101 23400 53 50 1 T 
804 17628.75901 26400 53 50 4 T 
805 17631.70121 23400 53 48 2 T 
806 17632.50899 26400 53 49 2 T 
807 17634.09227 26400 53 50 4 T 
808 17637.5992 26400 53 49 2 T 
809 17639.18134 26400 53 48 2 T 
810 17642.48806 26400 53 49 1 T 
811 17644.05708 26400 53 48 2 T 
812 17647.60843 26400 53 49 1 T 
813 17649.15901 23400 53 50 1 T 
814 17654.49227 23400 53 50 1 T 
815 17659.58134 26700 53 48 3 T 
816 17664.45708 26700 53 48 3 T 
817 17669.55901 26400 53 50 2 T 
818 17674.89227 26400 53 50 2 T 
819 17677.39673 26400 53 48 2 T 
820 17679.4462 23400 53 50 2 T 
821 17682.04388 26400 53 50 3 T 
822 17684.08394 26400 53 49 1 T 
823 17686.13219 26400 53 50 3 T 
824 17690.18902 26700 53 50 5 T 
825 17695.29227 26700 53 50 5 T 
826 17700.38134 23400 53 48 2 T 
827 17705.25708 23400 53 48 2 T 
828 17729.35382 23400 53 48 2 T 
829 17772.06064 26400 53 49 2 T 
830 17773.98526 24600 53 49 1 T 
831 17781.98525 23100 53 49 1 T 
832 17787.31866 24600 53 50 5 T 
833 17788.02247 26400 53 49 1 T 
834 17789.98533 22200 53 49 1 T 
835 17790.68912 26700 53 48 3 T 
836 17792.65207 24900 53 49 2 T 
837 17793.52445 26400 53 50 3 T 
838 17795.70055 23400 53 50 1 T 
839 17797.9854 24900 53 50 3 T 
840 17803.31864 24900 53 50 4 T 
841 17805.98523 24600 53 50 1 T 
842 17808.65164 24600 53 50 2 T 
843 17829.89066 31200 2 49 2 B1 
844 17832.55728 29100 0 49 3 B1 
845 17838.39289 23400 5 48 2 D1 
846 17838.48292 22200 3 49 2 C2 
847 17839.83527 30300 1 49 1 B1 
848 17841.28218 22200 4 49 2 C2 
849 17843.78385 24900 3 48 5 D1 
850 17844.22912 26400 53 50 4 T 
851 17846.48296 22200 5 49 2 C2 
852 17847.64994 24000 2 49 1 B1 
853 17849.11721 27600 4 48 1 D1 
854 17849.17862 22200 3 49 2 C2 
855 17850.14278 23400 1 50 2 B2 
856 17850.53999 28200 0 49 2 B1 
857 17851.67286 22200 5 48 1 D1 
858 17852.99262 24000 1 49 1 B1 
859 17853.43665 25800 4 48 5 C1 
860 17854.45071 24000 3 49 1 D1 
861 17855.87332 23400 2 50 2 B1 
862 17857.11739 22200 4 48 1 D1 
863 17857.14961 22200 4 49 2 C2 
864 17858.53994 24000 0 49 1 B1 
865 17858.66753 26400 5 48 2 C1 
866 17859.92116 28500 2 50 3 B2 
867 17859.94887 22200 5 49 2 C2 
868 17860.99265 23400 1 50 1 B1 
869 17861.43661 27600 3 48 1 C1 
870 17862.48295 28800 3 49 2 C2 
871 17862.60449 23400 0 50 1 B2 
872 17863.47064 24600 53 48 4 T 
873 17863.83533 24000 2 49 1 B1 
874 17864.04157 24600 4 48 4 C1 
875 17865.2327 27600 4 49 1 C2 
876 17866.13731 24900 53 48 5 T 
877 17867.93782 23400 1 50 1 B2 
878 17868.80402 24600 53 48 3 T 
879 17869.30627 25200 5 48 2 C1 
880 17870.33964 24900 5 49 2 D1 
881 17870.58782 23400 2 50 1 B2 
882 17870.61558 22200 5 49 2 C2 
883 17872.10746 24600 3 48 4 C1 
884 17873.1173 24600 3 49 2 D1 
885 17873.43977 26400 0 50 3 B2 
886 17874.13727 24900 53 48 1 T 
887 17874.76984 24600 4 48 4 C1 
888 17874.89033 24900 1 50 3 A1 
889 17875.56243 27600 4 49 1 D1 
890 17876.1065 23400 1 50 1 B2 
891 17877.33416 28800 5 48 5 C1 
892 17878.33972 27600 5 49 2 D1 
893 17878.4091 24600 2 50 1 A1 
894 17878.58808 23400 2 50 2 B2 
895 17879.39195 24600 53 49 2 T 
896 17880.10758 24600 3 48 4 C1 
897 17881.47781 29100 0 50 3 B2 
898 17881.80337 23400 0 50 2 A1 
899 17882.77395 25200 4 48 2 C1 
900 17884.7447 24900 1 50 3 A1 
901 17885.43647 25800 5 48 1 C1 
902 17887.71844 23400 2 50 1 A1 
903 17891.93781 26700 1 50 1 B2 
904 17891.97797 24000 0 50 3 A1 
905 17897.31131 24000 1 50 4 A1 
906 17899.56219 24600 3 48 4 D1 
907 17899.81621 23100 3 49 1 C2 
908 17900.30126 24900 2 50 4 A1 
909 17900.80949 24600 2 50 2 B2 
910 17902.61543 23100 4 49 1 C2 
911 17903.57171 29400 0 50 1 A1 
912 17905.11719 27000 4 48 5 D1 
913 17905.28832 23100 5 49 1 C2 
914 17906.31665 24000 0 50 3 B1 
915 17906.97427 24600 1 50 5 A1 
916 17908.00578 26400 53 50 4 T 
917 17910.22898 24600 5 48 3 D1 
918 17910.46064 27900 2 50 5 A1 
919 17910.60955 25200 0 50 1 B2 
920 17913.21419 31200 3 49 2 C2 
921 17914.77433 24600 3 48 3 C1 
922 17915.76975 24600 0 50 2 A1 
923 17916.65683 25200 1 50 1 B2 
924 17917.44088 23400 4 48 2 C1 
925 17918.56834 23100 4 49 1 C2 
926 17919.97302 23400 5 48 2 C1 
927 17922.77426 23400 3 48 2 C1 
928 17923.84546 26400 5 49 1 C2 
929 17923.93782 24900 2 50 4 B2 
930 17925.3341 23400 4 48 2 C1 
931 17926.45068 22200 3 49 2 D1 
932 17926.62171 23100 3 49 1 C2 
933 17927.97292 26700 5 48 3 C1 
934 17929.27116 24600 0 50 2 B2 
935 17930.66752 24900 3 48 5 C1 
936 17932.10649 24900 1 50 4 B2 
937 17933.44073 24600 4 48 3 C1 
938 17934.39291 22200 4 49 1 D1 
939 17934.8111 24900 2 50 4 B2 
940 17936.00073 24600 5 48 3 C1 
941 17936.89557 22200 5 49 2 D1 
942 17937.47783 29100 0 50 4 B2 
943 17938.76972 23400 3 48 2 C1 
944 17939.78402 23100 3 49 1 D1 
945 17941.30628 24900 4 48 5 C1 
946 17945.43981 31500 1 50 5 B2 
947 17946.77409 24900 5 48 5 C1 
948 17947.95492 22200 4 49 1 C2 
949 17950.58807 27900 2 50 5 B2 
950 17953.23343 24900 5 49 2 C2 
951 17953.78538 26400 1 50 4 A1 
952 17957.17849 27900 2 50 1 A1 
953 17961.17885 22200 3 49 1 C2 
954 17962.33332 24000 1 50 4 B1 
955 17964.10649 24900 0 50 3 B2 
956 17967.57944 24900 1 50 3 B2 
957 17970.25449 24900 2 50 3 B2 
958 17970.66767 24900 3 48 1 C1 
959 17971.84549 22200 4 49 1 C2 
960 17973.4366 22200 4 48 1 C1 
961 17974.51215 24300 5 49 1 C2 
962 17974.68911 26400 53 50 4 T 
963 17976.00086 22200 5 48 1 C1 
964 17978.76978 24900 3 48 1 C1 
965 17979.56234 24000 4 49 2 D1 
966 17979.81632 24900 3 49 2 C2 
967 17980.14449 30300 0 50 4 B2 
968 17981.30625 25200 4 48 3 C1 
969 17982.6216 24300 4 49 1 C2 
970 17982.77315 24000 1 50 3 B2 
971 17983.97295 25200 5 48 4 C1 
972 17985.14964 24300 5 49 1 C2 
973 17985.43983 24900 2 50 3 B2 
974 17986.6396 28500 3 48 4 C1 
975 17987.95495 24300 3 49 1 C2 
976 17989.16866 24900 2 50 3 B1 
977 17989.33408 24900 4 48 1 C1 
978 17990.81116 24000 0 50 3 B2 
979 17992.10732 25200 5 48 3 C1 
980 17993.26379 27000 1 50 3 B2 
981 17994.66758 22200 3 48 1 C1 
982 17995.56235 22200 5 49 1 D1 
983 17995.9215 24000 2 50 3 B2 
984 17997.33412 25200 4 48 4 C1 
985 17998.39285 22200 3 49 1 D1 
986 18001.0063 24300 4 49 1 D1 
987 18002.76997 29100 5 48 1 C1 
988 18006.81115 26400 0 50 4 B2 
989 18009.10977 23400 1 50 2 B2 
990 18009.17876 22200 4 49 1 C2 
991 18011.84538 22200 5 49 1 C2 
992 18011.91996 26400 2 50 4 B2 
993 18014.44891 26400 0 50 4 B2 
994 18016.74634 24600 3 48 4 C1 
995 18017.28817 22200 3 49 1 C2 
996 18018.24616 24000 1 50 4 B2 
997 18019.81637 22200 4 49 1 C2 
998 18020.83758 31200 2 50 4 B2 
999 18021.30645 22200 4 48 1 C1 
1000 18022.23018 22200 5 49 2 C2 
1001 18027.81639 22200 3 49 1 C2 
1002 18028.19111 26400 53 50 2 T 
1003 18035.92115 25200 0 50 5 B2 
1004 18035.94881 22200 4 49 1 C2 
1005 18037.43649 22200 5 48 1 C1 
1006 18038.61547 22200 5 49 1 C2 
1007 18038.81116 28800 1 50 1 B2 
1008 18041.17876 22200 3 49 1 C2 
1009 18041.47782 26400 2 50 2 B2 
1010 18042.53999 24600 0 50 1 B1 
1011 18043.84544 22200 4 49 1 C2 
1012 18044.14334 27600 0 50 4 B2 
1013 18045.30642 22200 3 48 1 C1 
1014 18046.63958 30300 5 49 1 C2 
1015 18047.62305 24900 1 50 3 B2 
1016 18049.08584 24900 5 48 1 D1 
1017 18051.92116 28500 2 50 2 B2 
1018 18054.39286 24600 3 49 1 D1 
1019 18054.6045 29100 0 50 2 B2 
1020 18061.30624 22200 4 48 1 C1 
1021 18062.48298 24600 3 49 2 C2 
1022 18065.14955 28800 4 49 2 C2 
1023 18066.77416 22200 5 48 1 C1 
1024 18068.80944 24600 1 50 5 B2 
1025 18070.51202 24600 5 49 2 C2 
1026 18071.1962 24600 2 50 2 B2 
1027 18072.17839 26400 1 50 4 B1 
1028 18072.912 23100 3 49 1 C2 
1029 18074.16926 24900 0 50 3 B2 
1030 18075.94892 26400 4 49 2 C2 
1031 18076.7392 24900 1 50 3 B2 
1032 18079.2813 24600 2 50 5 B2 
1033 18084.22912 26700 53 50 1 T 
1034 18088.66193 24600 0 50 1 B2 
1035 18089.28223 26400 5 49 1 C2 
1036 18092.79919 22200 3 49 2 C2 
1037 18095.92247 22200 4 49 1 C2 
1038 18098.42444 22200 5 49 1 C2 
1039 18099.32859 24600 1 50 1 B2 
1040 18100.73766 30000 3 49 1 C2 
1041 18102.18054 28800 2 50 4 B2 
1042 18104.46404 23400 0 50 2 B2 
1043 18105.68031 24600 4 49 2 C2 
1044 18107.35591 24600 1 50 1 B2 
1045 18109.8855 24600 2 50 1 B2 
1046 18112.20149 27900 0 50 1 B2 
1047 18114.8118 24900 5 49 2 C2 
1048 18116.78723 28800 1 50 5 B2 
1049 18119.66055 29400 2 50 1 B2 
1050 18124.10778 28800 3 49 1 C2 
1051 18126.90706 30000 4 49 2 C2 
1052 18132.24661 24600 5 49 1 C2 
1053 18132.78723 24000 0 50 4 B2 
1054 18135.45389 24000 1 50 4 B2 
1055 18137.99307 26700 53 50 5 T 
1056 18150.91328 27600 3 49 2 C2 
1057 18156.24038 27600 4 49 1 C2 
1058 18158.80363 24000 5 49 2 C2 
1059 18161.57992 24000 3 49 2 C2 
1060 18164.24043 24000 4 49 2 C2 
1061 18166.80365 24000 5 49 2 C2 
1062 18178.38572 25200 2 50 5 B2 
1063 18180.43689 24000 53 50 3 T 
1064 18183.62256 26700 0 50 5 B2 
1065 18185.73128 24000 53 50 3 T 
1066 18188.22104 22200 3 49 1 C2 
1067 18188.9559 24600 1 50 5 B2 
1068 18191.06456 27000 53 50 3 T 
1069 18192.82743 22200 3 48 1 C1 
1070 18193.12647 27000 53 50 3 T 
1071 18198.16002 27000 53 50 3 T 
1072 18203.49227 27000 53 50 3 T 
1073 18208.58134 27000 53 48 5 T 
1074 18213.45708 27000 53 48 5 T 
1075 18217.57986 24600 4 49 1 C2 
1076 18218.55901 27000 53 48 4 T 
1077 18221.38494 24900 2 50 3 B2 
1078 18222.30902 27300 53 49 1 T 
1079 18222.86951 24000 53 49 2 T 
1080 18223.89227 27000 53 48 4 T 
1081 18225.82803 24000 53 49 1 T 
1082 18227.39919 27300 53 49 1 T 
1083 18228.98134 24000 53 50 4 T 
1084 18229.03093 24000 53 50 3 T 
1085 18232.28805 24000 53 49 2 T 
1086 18233.85708 24000 53 50 4 T 
1087 18237.40844 24000 53 49 2 T 
1088 18238.95901 24000 53 49 1 T 
1089 18242.70899 27000 53 49 2 T 
1090 18244.29227 24000 53 49 1 T 
1091 18247.79917 27000 53 49 2 T 
1092 18249.38134 27000 53 50 2 T 
1093 18252.68806 24300 53 49 1 T 
1094 18254.25708 27000 53 50 2 T 
1095 18257.80847 24300 53 49 1 T 
1096 18258.21859 22200 5 49 1 C2 
1097 18263.10901 27300 53 49 2 T 
1098 18268.19916 27300 53 49 2 T 
1099 18276.19111 27000 53 48 5 T 
1100 18278.8578 24000 53 49 2 T 
1101 18279.8139 24600 3 49 1 C2 
1102 18281.35578 24000 53 50 4 T 
1103 18294.86934 24300 53 49 1 T 
1104 18310.92399 24000 53 50 4 T 
1105 18318.98725 24000 53 49 1 T 
1106 18334.89581 27000 53 49 2 T 
1107 18337.56245 27000 53 48 4 T 
1108 18342.85778 27000 53 50 3 T 
1109 18379.3186 22200 53 49 1 T 
1110 18388.00579 24300 53 49 1 T 
1111 18392.65177 24600 53 50 1 T 
1112 18397.98526 25200 53 50 1 T 
1113 18398.89579 27000 53 50 3 T 
1114 18400.652 25200 53 50 5 T 
1115 18403.3185 26400 53 50 4 T 
1116 18405.98541 24900 53 50 3 T 
1117 18411.31833 23400 53 50 2 T 
1118 18440.51666 24000 2 49 1 B1 
1119 18441.57365 22200 4 49 2 C2 
1120 18442.80006 24000 0 49 1 B1 
1121 18443.67291 25200 4 48 2 D1 
1122 18444.02247 27300 53 49 1 T 
1123 18445.26508 29100 1 49 3 B1 
1124 18446.22888 25200 5 48 3 D1 
1125 18446.80379 22200 5 49 2 C2 
1126 18449.05954 23400 3 48 2 D1 
1127 18449.57977 22200 3 49 2 C2 
1128 18450.33327 32100 2 49 2 B1 
1129 18451.78391 28200 4 48 2 D1 
1130 18453.30635 28500 4 48 4 C1 
1131 18453.6589 25200 0 50 5 B2 
1132 18453.98523 23400 53 50 1 T 
1133 18454.3928 24600 5 48 3 D1 
1134 18454.91319 24600 4 49 1 C2 
1135 18455.6502 28200 0 49 2 B1 
1136 18455.96789 28200 5 48 2 C1 
1137 18456.43719 25200 1 50 5 B2 
1138 18456.89577 24000 3 49 1 D1 
1139 18457.4412 30900 5 49 2 C2 
1140 18458.31666 23400 1 50 2 B1 
1141 18459.56225 24600 4 48 4 D1 
1142 18460.13703 22200 3 49 2 C2 
1143 18460.80397 24600 53 48 4 T 
1144 18460.98332 24000 2 49 1 B1 
1145 18462.39296 22200 5 49 1 D1 
1146 18462.67245 27000 53 50 2 T 
1147 18462.77448 24600 4 49 1 C2 
1148 18463.47066 23400 53 48 2 T 
1149 18465.15878 23400 2 50 2 B2 
1150 18465.57981 22200 5 49 2 C2 
1151 18466.13735 25200 53 48 3 T 
1152 18466.77414 24600 3 48 4 C1 
1153 18467.67292 22200 3 49 1 D1 
1154 18467.73111 25200 0 50 5 B2 
1155 18468.137 24600 3 49 1 C2 
1156 18469.33412 27000 4 48 4 C1 
1157 18470.45075 22200 4 49 1 D1 
1158 18470.55487 23400 1 50 2 B2 
1159 18470.80371 24600 4 49 1 C2 
1160 18471.47065 25200 53 48 4 T 
1161 18472.05384 24600 5 48 4 C1 
1162 18473.63516 25200 0 50 5 A1 
1163 18474.13728 25200 53 48 2 T 
1164 18476.6089 23400 1 50 2 A1 
1165 18476.78723 23400 2 50 2 B2 
1166 18477.43646 24600 3 48 4 C1 
1167 18479.66051 29700 0 50 3 B2 
1168 18480.05178 24000 2 50 3 A1 
1169 18480.10316 24600 4 48 4 C1 
1170 18481.00635 24900 5 49 2 D1 
1171 18482.32724 23400 1 50 2 B2 
1172 18482.7741 24600 5 48 4 C1 
1173 18483.33845 23400 0 50 1 A1 
1174 18485.33418 27000 3 48 5 C1 
1175 18487.43722 26400 2 50 3 B2 
1176 18488.02229 26400 1 50 4 A1 
1177 18488.10308 24600 4 48 4 C1 
1178 18492.9939 28500 0 50 2 B2 
1179 18495.03573 24600 2 50 2 A1 
1180 18495.66056 29400 1 50 1 B2 
1181 18498.43829 24900 0 50 3 A1 
1182 18499.67289 28200 3 48 3 D1 
1183 18501.92466 24000 1 50 4 A1 
1184 18502.22886 24900 4 48 5 D1 
1185 18502.8578 27300 53 49 2 T 
1186 18502.91307 24600 5 49 2 C2 
1187 18503.83527 32100 0 49 3 B1 
1188 18504.86485 24600 2 50 5 A1 
1189 18505.00621 22200 5 48 1 D1 
1190 18505.47024 24600 3 49 2 C2 
1191 18506.72284 22200 5 48 1 C1 
1192 18507.79818 27600 0 50 4 A1 
1193 18508.13699 22200 4 49 2 C2 
1194 18508.99994 24000 1 49 1 B1 
1195 18509.77057 24900 2 50 3 B2 
1196 18510.39287 25200 3 48 4 D1 
1197 18510.73151 25200 1 50 1 A1 
1198 18510.90703 26400 5 49 2 C2 
1199 18514.28924 24900 0 50 3 B2 
1200 18514.66755 22200 3 48 1 C1 
1201 18515.67297 23100 4 49 1 D1 
1202 18516.45435 24000 53 50 3 T 
1203 18517.20665 24600 2 50 2 B1 
1204 18518.39279 22200 5 48 1 D1 
1205 18518.77461 24600 3 49 2 C2 
1206 18520.42885 24900 1 50 3 B2 
1207 18520.89575 27600 3 49 1 D1 
1208 18521.47026 27000 4 49 2 C2 
1209 18522.33333 24600 0 50 1 B1 
1210 18522.95101 24900 2 50 3 B2 
1211 18523.78399 23100 4 49 1 D1 
1212 18525.33411 24600 4 48 3 C1 
1213 18526.90707 22200 5 49 2 C2 
1214 18528.00076 22200 5 48 1 C1 
1215 18530.28923 23400 0 50 1 B2 
1216 18530.77428 22200 3 48 1 C1 
1217 18532.10786 22200 3 49 2 C2 
1218 18532.77077 23400 1 50 1 B2 
1219 18533.44068 22200 4 48 1 C1 
1220 18534.77461 22200 4 49 2 C2 
1221 18535.66057 23400 2 50 1 B2 
1222 18536.10739 22200 5 48 1 C1 
1223 18537.11742 24000 5 49 2 D1 
1224 18538.32723 26700 0 50 5 B2 
1225 18538.66752 24600 3 48 3 C1 
1226 18540.79098 23400 1 50 1 B2 
1227 18541.44082 24600 4 48 3 C1 
1228 18543.97293 22200 5 48 1 C1 
1229 18546.1039 27000 2 50 2 B2 
1230 18546.63964 24600 3 48 3 C1 
1231 18554.10389 23400 0 50 1 B2 
1232 18555.07425 24600 2 50 1 A1 
1233 18557.44091 24900 4 48 5 C1 
1234 18558.84539 29400 5 49 2 C2 
1235 18563.09557 24600 1 50 1 B2 
1236 18564.24651 24300 3 49 1 C2 
1237 18565.59869 24900 0 50 4 A1 
1238 18569.44121 24300 4 49 1 C2 
1239 18570.32724 24600 2 50 1 B2 
1240 18570.77425 25200 5 48 3 C1 
1241 18571.72619 22200 3 49 2 D1 
1242 18572.10781 29400 5 49 1 C2 
1243 18574.77449 24300 3 49 1 C2 
1244 18575.83533 24600 1 50 5 B1 
1245 18575.97303 24900 3 48 5 C1 
1246 18577.11733 22200 4 49 2 D1 
1247 18577.57379 30900 4 49 1 C2 
1248 18578.32724 24600 0 50 1 B2 
1249 18578.76983 24900 4 48 5 C1 
1250 18579.5623 24600 5 49 2 D1 
1251 18580.24648 24300 5 49 1 C2 
1252 18580.7799 24900 1 50 3 B2 
1253 18580.98332 26400 2 50 4 B1 
1254 18582.90715 24300 3 49 1 C2 
1255 18584.00074 26700 5 48 3 C1 
1256 18584.34452 24600 2 50 1 B2 
1257 18585.23687 24000 0 49 1 B1 
1258 18586.63957 25200 3 48 2 C1 
1259 18588.78718 24900 0 50 3 B2 
1260 18589.33429 25800 4 48 5 C1 
1261 18591.43723 24900 1 50 3 B2 
1262 18591.97299 25200 5 48 2 C1 
1263 18593.57369 27300 4 49 1 C2 
1264 18594.28922 24900 2 50 3 B2 
1265 18594.76991 22200 3 48 1 C1 
1266 18596.99389 24900 0 50 3 B2 
1267 18597.30622 25800 4 48 5 C1 
1268 18598.22906 24600 3 49 1 D1 
1269 18599.45766 24900 1 50 3 B2 
1270 18599.97568 24900 5 48 5 C1 
1271 18607.63737 32100 1 49 1 B1 
1272 18609.57993 23100 5 49 1 C2 
1273 18610.12057 24900 2 50 3 B2 
1274 18610.66751 23400 3 48 2 C1 
1275 18612.10773 23100 3 49 1 C2 
1276 18612.78722 24900 0 50 3 B2 
1277 18613.08538 31800 4 48 4 C1 
1278 18616.34457 30600 1 50 5 B2 
1279 18622.90702 23100 4 49 1 C2 
1280 18623.43724 26400 2 50 4 B2 
1281 18626.71523 23400 0 50 2 B2 
1282 18628.24041 23100 5 49 1 C2 
1283 18630.49286 23400 2 50 1 B1 
1284 18630.90702 23100 3 49 1 C2 
1285 18632.10327 23400 5 48 2 C1 
1286 18633.44526 23100 4 49 1 C2 
1287 18634.62473 24600 3 48 4 C1 
1288 18636.77057 26400 1 50 4 B2 
1289 18637.20666 24000 0 50 3 B1 
1290 18638.01261 29700 4 48 2 C1 
1291 18638.91327 23100 5 49 1 C2 
1292 18639.67041 24900 1 50 4 B1 
1293 18640.41209 23400 5 48 2 C1 
1294 18641.5799 23100 3 49 1 C2 
1295 18642.12056 24600 2 50 5 B2 
1296 18642.77324 23400 3 48 2 C1 
1297 18644.99389 24600 0 50 2 B2 
1298 18647.82024 23400 4 48 2 C1 
1299 18649.57986 26400 4 49 1 C2 
1300 18650.28918 24600 1 50 2 B2 
1301 18651.90402 24600 5 49 2 C2 
1302 18652.77081 24600 2 50 5 B2 
1303 18652.94102 25200 5 48 3 C1 
1304 18655.62257 24600 0 50 5 B2 
1305 18658.19368 25200 3 48 4 C1 
1306 18658.99219 26400 1 50 4 B2 
1307 18660.86018 23400 4 48 2 C1 
1308 18663.28532 22200 5 48 1 C1 
1309 18663.62257 24600 2 50 1 B2 
1310 18666.3326 25200 3 48 3 C1 
1311 18668.24032 22200 3 49 1 C2 
1312 18669.6589 24000 0 50 3 B2 
1313 18670.8037 22200 4 49 1 C2 
1314 18681.57981 22200 5 49 1 C2 
1315 18681.90067 24900 1 50 3 A1 
1316 18684.24651 22200 3 49 1 C2 
1317 18686.91314 22200 4 49 1 C2 
1318 18692.13709 22200 5 49 1 C2 
1319 18692.88805 25800 4 48 1 C1 
1320 18694.77453 22200 3 49 1 C2 
1321 18695.66137 29700 5 48 3 C1 
1322 18696.93571 24900 4 48 1 D1 
1323 18697.44119 22200 4 49 1 C2 
1324 18698.32718 28500 1 50 3 B2 
1325 18700.13706 22200 5 49 1 C2 
